Standard,Applies if the Principal Street Is:,Applies to the Following:
"2.7. Private Common Open Space and
Pedestrian Amenities",All roadway types,"All site plans two acres in size or larger, and
all multifamily and condominium uses except
as provided in 25-2-776 and 25-2-780"
