Standard,Applies if the Principal Street Is:,Applies to the Following:
2.6. Screening of Equipment and Utilities,All roadway types,"- All non-residential zoning districts - The
following uses are exempt, in addition to the
general exemptions of Section 1.2.4.: local
utilities services use, electric service
transformers within the right-of-way,
telecommunication towers"
