Standard,Applies if the Principal Street Is:,Applies to the Following:
3.3. Options to Improve Building Design,All roadway types,"- Development of any commercial use of
10,000 square feet or more that requires a
building permit
- Development of any commercial use of less
than 10,000 square feet that contains any
exterior trademarked design feature
- Any building zoned for industrial use or
warehouse use at the point its use is
converted to commercial
- VMU buildings with external trademarked
design features (not including signs)
- Office development is exempt from this
section"
