Standard,Applies if the Principal Street Is:,Applies to the Following:
"2.3.1. Improvements to Encourage
Pedestrian, Bicycle, and Vehicular
Connectivity",All roadway types,"- Projects with a net site area of three acres or
more in all nonresidential zoning districts
- Projects with a net site area of less than
three acres that have parking between the
building and the principal street in all zoning
districts"
